Amount,fraud_probability,risk_score,risk_band,decision,actual_class
-0.24196634232391673,0.0,0.0,Low Risk,Approve Transaction,0
2.163207023082461,0.0,0.0,Low Risk,Approve Transaction,0
-0.11238061252265773,0.0,0.0,Low Risk,Approve Transaction,0
0.007074376937105525,0.0,0.0,Low Risk,Approve Transaction,0
0.5929422701506154,0.0,0.0,Low Risk,Approve Transaction,0
-0.333781162269284,0.0,0.0,Low Risk,Approve Transaction,0
-0.1203575734214733,0.0,0.0,Low Risk,Approve Transaction,0
-0.2894691444763635,0.0,0.0,Low Risk,Approve Transaction,0
-0.20044626084558168,0.0,0.0,Low Risk,Approve Transaction,0
0.04317012500424599,0.0,0.0,Low Risk,Approve Transaction,0
0.6454306728648219,0.0,0.0,Low Risk,Approve Transaction,0
-0.3237700763412705,0.0,0.0,Low Risk,Approve Transaction,0
0.13482540573163695,0.0,0.0,Low Risk,Approve Transaction,0
-0.20810414330844462,0.0,0.0,Low Risk,Approve Transaction,0
-0.20810414330844462,0.0,0.0,Low Risk,Approve Transaction,0
0.13789653567768095,0.0,0.0,Low Risk,Approve Transaction,0
-0.19015598128610958,0.0,0.0,Low Risk,Approve Transaction,0
-0.23769866824305041,0.0,0.0,Low Risk,Approve Transaction,0
-0.2683301980945022,0.0,0.0,Low Risk,Approve Transaction,0
-0.25596590870133806,0.0,0.0,Low Risk,Approve Transaction,0
-0.2925402744224075,0.0,0.0,Low Risk,Approve Transaction,0
1.1042255789601996,0.0,0.0,Low Risk,Approve Transaction,0
-0.2998790784493178,0.0,0.0,Low Risk,Approve Transaction,0
0.8543871636092959,0.01,1.0,Low Risk,Approve Transaction,0
-0.3397638829433957,0.0,0.0,Low Risk,Approve Transaction,0
2.2288574112797135,0.0,0.0,Low Risk,Approve Transaction,0
1.9805745033040787,0.0,0.0,Low Risk,Approve Transaction,0
-0.28807317631907076,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.315833000246949,0.0,0.0,Low Risk,Approve Transaction,0
-0.33178692204458016,0.0,0.0,Low Risk,Approve Transaction,0
-0.29206165676847856,0.0,0.0,Low Risk,Approve Transaction,0
-0.344550059482685,0.0,0.0,Low Risk,Approve Transaction,0
-0.3015542402380691,0.0,0.0,Low Risk,Approve Transaction,0
-0.25297454836428224,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.3025912451549151,0.0,0.0,Low Risk,Approve Transaction,0
-0.320459637568262,0.0,0.0,Low Risk,Approve Transaction,0
-0.344550059482685,0.0,0.0,Low Risk,Approve Transaction,0
-0.2120926237578524,0.0,0.0,Low Risk,Approve Transaction,0
-0.3025912451549151,0.0,0.0,Low Risk,Approve Transaction,0
-0.3061808775593821,0.0,0.0,Low Risk,Approve Transaction,0
0.7664810545043483,0.0,0.0,Low Risk,Approve Transaction,0
-0.344550059482685,0.0,0.0,Low Risk,Approve Transaction,0
0.0072738009595759035,0.0,0.0,Low Risk,Approve Transaction,0
-0.24112876142954112,0.0,0.0,Low Risk,Approve Transaction,0
-0.23602350645429915,0.0,0.0,Low Risk,Approve Transaction,0
0.03870302690090925,0.0,0.0,Low Risk,Approve Transaction,0
-0.32991233623335847,0.0,0.0,Low Risk,Approve Transaction,0
-0.342994552107416,0.0,0.0,Low Risk,Approve Transaction,0
1.0841635222996786,0.0,0.0,Low Risk,Approve Transaction,0
-0.21616087381624838,0.0,0.0,Low Risk,Approve Transaction,0
0.5576841029778505,0.0,0.0,Low Risk,Approve Transaction,0
0.1595938693224593,0.0,0.0,Low Risk,Approve Transaction,0
-0.2020017682208507,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.30785603934813344,0.0,0.0,Low Risk,Approve Transaction,0
-0.34865819434557505,0.59,59.0,Medium Risk,Flag for Review,0
-0.3277585567906782,0.0,0.0,Low Risk,Approve Transaction,0
-0.22764769751054278,0.0,0.0,Low Risk,Approve Transaction,0
-0.23203502600489134,0.0,0.0,Low Risk,Approve Transaction,0
-0.29186223274600814,0.0,0.0,Low Risk,Approve Transaction,0
-0.3480998070826579,0.0,0.0,Low Risk,Approve Transaction,0
-0.2333512245531959,0.0,0.0,Low Risk,Approve Transaction,0
0.944526821765912,0.0,0.0,Low Risk,Approve Transaction,0
-0.31950240226040416,0.0,0.0,Low Risk,Approve Transaction,0
-0.23203502600489134,0.0,0.0,Low Risk,Approve Transaction,0
0.10698581219477059,0.0,0.0,Low Risk,Approve Transaction,0
-0.3417182383636055,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
0.7126365684373432,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.2523762762968711,0.0,0.0,Low Risk,Approve Transaction,0
0.7608572970706833,0.0,0.0,Low Risk,Approve Transaction,0
-0.19234964553328385,0.0,0.0,Low Risk,Approve Transaction,0
-0.27191983049896923,0.0,0.0,Low Risk,Approve Transaction,0
-0.34379224819729753,0.0,0.0,Low Risk,Approve Transaction,0
1.424979176701574,0.0,0.0,Low Risk,Approve Transaction,0
0.046959181431183404,0.0,0.0,Low Risk,Approve Transaction,0
-0.19215022151081348,0.0,0.0,Low Risk,Approve Transaction,0
-0.3480998070826579,0.005,0.5,Low Risk,Approve Transaction,0
0.15484757758766404,0.0,0.0,Low Risk,Approve Transaction,0
-0.33772975791419774,0.0,0.0,Low Risk,Approve Transaction,0
-0.019728211682914804,0.0,0.0,Low Risk,Approve Transaction,0
0.4220757676979858,0.0,0.0,Low Risk,Approve Transaction,0
-0.07792014143977444,0.0,0.0,Low Risk,Approve Transaction,0
-0.3118046349930471,0.0,0.0,Low Risk,Approve Transaction,0
-0.34614545166244814,0.0,0.0,Low Risk,Approve Transaction,0
-0.05550488131410265,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.1216338871652838,0.0,0.0,Low Risk,Approve Transaction,0
-0.292300965595443,0.0,0.0,Low Risk,Approve Transaction,0
0.36647635023324127,0.0,0.0,Low Risk,Approve Transaction,0
-0.3118046349930471,0.0,0.0,Low Risk,Approve Transaction,0
-0.3100098187908136,0.0,0.0,Low Risk,Approve Transaction,0
-0.007523461507726963,0.0,0.0,Low Risk,Approve Transaction,0
-0.06850732757917206,0.0,0.0,Low Risk,Approve Transaction,0
-0.2520173130564244,0.0,0.0,Low Risk,Approve Transaction,0
-0.3502137017208441,0.0,0.0,Low Risk,Approve Transaction,0
-0.3014345858245869,0.0,0.0,Low Risk,Approve Transaction,0
-0.34865819434557505,0.005,0.5,Low Risk,Approve Transaction,0
-0.28807317631907076,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.29186223274600814,0.0,0.0,Low Risk,Approve Transaction,0
-0.33573551768949383,0.0,0.0,Low Risk,Approve Transaction,0
0.05912404680187714,0.0,0.0,Low Risk,Approve Transaction,0
-0.3176278164491825,0.0,0.0,Low Risk,Approve Transaction,0
-0.11238061252265773,0.0,0.0,Low Risk,Approve Transaction,0
0.39810500019704503,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.28807317631907076,0.0,0.0,Low Risk,Approve Transaction,0
-0.2330321461172433,0.0,0.0,Low Risk,Approve Transaction,0
-0.32053940717725016,0.0,0.0,Low Risk,Approve Transaction,0
0.10738466023971135,0.0,0.0,Low Risk,Approve Transaction,0
-0.2719597153034633,0.0,0.0,Low Risk,Approve Transaction,0
-0.3277585567906782,0.0,0.0,Low Risk,Approve Transaction,0
-0.3397638829433957,0.0,0.0,Low Risk,Approve Transaction,0
-0.23941371483629575,0.0,0.0,Low Risk,Approve Transaction,0
-0.34813969188715205,0.0,0.0,Low Risk,Approve Transaction,0
-0.02208141514806541,0.0,0.0,Low Risk,Approve Transaction,0
-0.15705159355602497,0.0,0.0,Low Risk,Approve Transaction,0
-0.33178692204458016,0.0,0.0,Low Risk,Approve Transaction,0
-0.29038649497972724,0.0,0.0,Low Risk,Approve Transaction,0
-0.23283272209477293,0.0,0.0,Low Risk,Approve Transaction,0
-0.20810414330844462,0.0,0.0,Low Risk,Approve Transaction,0
-0.14620292673363575,0.0,0.0,Low Risk,Approve Transaction,0
-0.012708486091957133,0.0,0.0,Low Risk,Approve Transaction,0
-0.25644452635526704,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.005,0.5,Low Risk,Approve Transaction,0
-0.3038276740942315,0.0,0.0,Low Risk,Approve Transaction,0
-0.0565418862309487,0.0,0.0,Low Risk,Approve Transaction,0
-0.3420373167995581,0.0,0.0,Low Risk,Approve Transaction,0
-0.3118046349930471,0.0,0.0,Low Risk,Approve Transaction,0
0.3662370414062768,0.0,0.0,Low Risk,Approve Transaction,0
-0.30933177711441423,0.0,0.0,Low Risk,Approve Transaction,0
-0.24356173450367985,0.0,0.0,Low Risk,Approve Transaction,0
-0.3057022599054532,0.0,0.0,Low Risk,Approve Transaction,0
-0.3059415687324177,0.0,0.0,Low Risk,Approve Transaction,0
0.006874952914635147,0.0,0.0,Low Risk,Approve Transaction,0
-0.23283272209477293,0.0,0.0,Low Risk,Approve Transaction,0
-0.34379224819729753,0.0,0.0,Low Risk,Approve Transaction,0
-0.2680510044630437,0.0,0.0,Low Risk,Approve Transaction,0
2.32222773860035,0.005,0.5,Low Risk,Approve Transaction,0
-0.34379224819729753,0.0,0.0,Low Risk,Approve Transaction,0
-0.1055603109541704,0.0,0.0,Low Risk,Approve Transaction,0
-0.34379224819729753,0.0,0.0,Low Risk,Approve Transaction,0
-0.29186223274600814,0.0,0.0,Low Risk,Approve Transaction,0
0.051865012383954995,0.0,0.0,Low Risk,Approve Transaction,0
1.3832995560052626,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.2968079485032738,0.0,0.0,Low Risk,Approve Transaction,0
-0.2921414263774667,0.0,0.0,Low Risk,Approve Transaction,0
-0.34813969188715205,0.0,0.0,Low Risk,Approve Transaction,0
-0.25596590870133806,0.0,0.0,Low Risk,Approve Transaction,0
-0.34738188060176456,0.0,0.0,Low Risk,Approve Transaction,0
-0.26015381317321623,0.0,0.0,Low Risk,Approve Transaction,0
-0.3038276740942315,0.0,0.0,Low Risk,Approve Transaction,0
-0.348618309541081,0.0,0.0,Low Risk,Approve Transaction,0
-0.2645411416675648,0.0,0.0,Low Risk,Approve Transaction,0
0.3582600805074612,0.0,0.0,Low Risk,Approve Transaction,0
0.17598652396952535,0.0,0.0,Low Risk,Approve Transaction,0
-0.296927602916756,0.0,0.0,Low Risk,Approve Transaction,0
-0.19490227302090485,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.24766986936656987,0.0,0.0,Low Risk,Approve Transaction,0
-0.348618309541081,0.0,0.0,Low Risk,Approve Transaction,0
0.7790447679199828,0.0,0.0,Low Risk,Approve Transaction,0
-0.2485074502609455,0.0,0.0,Low Risk,Approve Transaction,0
-0.333781162269284,0.0,0.0,Low Risk,Approve Transaction,0
0.4557385426909875,0.0,0.0,Low Risk,Approve Transaction,0
-0.03261100353450197,0.0,0.0,Low Risk,Approve Transaction,0
-0.33737079467375103,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.30366813487625527,0.0,0.0,Low Risk,Approve Transaction,0
-0.351689439487125,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
0.19433353403680118,0.0,0.0,Low Risk,Approve Transaction,0
-0.3485385399320928,0.0,0.0,Low Risk,Approve Transaction,0
0.14547464853155576,0.0,0.0,Low Risk,Approve Transaction,0
-0.3277585567906782,0.0,0.0,Low Risk,Approve Transaction,0
-0.34451017467819095,0.0,0.0,Low Risk,Approve Transaction,0
-0.023597037718840353,0.0,0.0,Low Risk,Approve Transaction,0
-0.3043461765526545,0.0,0.0,Low Risk,Approve Transaction,0
3.710298704603248,0.0,0.0,Low Risk,Approve Transaction,0
-0.21875338610836342,0.0,0.0,Low Risk,Approve Transaction,0
-0.27531003888096583,0.0,0.0,Low Risk,Approve Transaction,0
-0.34813969188715205,0.0,0.0,Low Risk,Approve Transaction,0
-0.3123630222559642,0.0,0.0,Low Risk,Approve Transaction,0
1.500241802781899,0.0,0.0,Low Risk,Approve Transaction,0
0.04317012500424599,0.0,0.0,Low Risk,Approve Transaction,0
-0.34096042707821805,0.0,0.0,Low Risk,Approve Transaction,0
-0.2087024153758558,0.0,0.0,Low Risk,Approve Transaction,0
0.22265174522759643,0.0,0.0,Low Risk,Approve Transaction,0
-0.03189307705360854,0.0,0.0,Low Risk,Approve Transaction,0
-0.30358836526726707,0.0,0.0,Low Risk,Approve Transaction,0
1.411218919151117,0.0,0.0,Low Risk,Approve Transaction,0
-0.23207491080938544,0.0,0.0,Low Risk,Approve Transaction,0
-0.13990112762357146,0.0,0.0,Low Risk,Approve Transaction,0
-0.31423760806718587,0.0,0.0,Low Risk,Approve Transaction,0
-0.25644452635526704,0.0,0.0,Low Risk,Approve Transaction,0
-0.3378095275231859,0.0,0.0,Low Risk,Approve Transaction,0
-0.14029997566851224,0.0,0.0,Low Risk,Approve Transaction,0
-0.315833000246949,0.0,0.0,Low Risk,Approve Transaction,0
0.4053640346149672,0.0,0.0,Low Risk,Approve Transaction,0
-0.23777843785203856,0.0,0.0,Low Risk,Approve Transaction,0
-0.27590831094837703,0.0,0.0,Low Risk,Approve Transaction,0
-0.351689439487125,0.0,0.0,Low Risk,Approve Transaction,0
0.05018985059520372,0.0,0.0,Low Risk,Approve Transaction,0
-0.27191983049896923,0.0,0.0,Low Risk,Approve Transaction,0
-0.2621879382024142,0.0,0.0,Low Risk,Approve Transaction,0
-0.17575756686374747,0.0,0.0,Low Risk,Approve Transaction,0
-0.29186223274600814,0.0,0.0,Low Risk,Approve Transaction,0
-0.2960501372178863,0.0,0.0,Low Risk,Approve Transaction,0
-0.32855625288055984,0.0,0.0,Low Risk,Approve Transaction,0
-0.15230530182122967,0.0,0.0,Low Risk,Approve Transaction,0
-0.23845647952843788,0.0,0.0,Low Risk,Approve Transaction,0
-0.30873350504700314,0.0,0.0,Low Risk,Approve Transaction,0
-0.3181463189076055,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
0.2467022823375254,0.0,0.0,Low Risk,Approve Transaction,0
-0.23602350645429915,0.0,0.0,Low Risk,Approve Transaction,0
-0.3486980791500691,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
1.225834347862643,0.0,0.0,Low Risk,Approve Transaction,0
0.9442077433299594,0.0,0.0,Low Risk,Approve Transaction,0
0.10200021163301086,0.0,0.0,Low Risk,Approve Transaction,0
0.05976220367378238,0.0,0.0,Low Risk,Approve Transaction,0
-0.3465442997073889,0.0,0.0,Low Risk,Approve Transaction,0
-0.27614761977534147,0.0,0.0,Low Risk,Approve Transaction,0
0.24658262792404315,0.0,0.0,Low Risk,Approve Transaction,0
-0.26103127887208594,0.0,0.0,Low Risk,Approve Transaction,0
-0.2942553210156528,0.0,0.0,Low Risk,Approve Transaction,0
-0.3038276740942315,0.0,0.0,Low Risk,Approve Transaction,0
-0.3469830325568238,0.0,0.0,Low Risk,Approve Transaction,0
0.8568201366834347,0.0,0.0,Low Risk,Approve Transaction,0
-0.34379224819729753,0.0,0.0,Low Risk,Approve Transaction,0
0.07108948815010051,0.0,0.0,Low Risk,Approve Transaction,0
3.061652129116059,0.0,0.0,Low Risk,Approve Transaction,0
-0.3485784247365869,0.0,0.0,Low Risk,Approve Transaction,0
-0.2894691444763635,0.0,0.0,Low Risk,Approve Transaction,0
-0.2831673453662992,0.0,0.0,Low Risk,Approve Transaction,0
-0.3327840421569321,0.0,0.0,Low Risk,Approve Transaction,0
-0.07879760713864414,0.0,0.0,Low Risk,Approve Transaction,0
-0.27231867854391,0.0,0.0,Low Risk,Approve Transaction,0
-0.33174703724008603,0.0,0.0,Low Risk,Approve Transaction,0
-0.3465442997073889,0.0,0.0,Low Risk,Approve Transaction,0
0.1219027290755557,0.0,0.0,Low Risk,Approve Transaction,0
-0.15270414986617045,0.0,0.0,Low Risk,Approve Transaction,0
0.3883332230959959,0.0,0.0,Low Risk,Approve Transaction,0
-0.27191983049896923,0.0,0.0,Low Risk,Approve Transaction,0
-0.143769953659497,0.0,0.0,Low Risk,Approve Transaction,0
4.7783738841501595,0.005,0.5,Low Risk,Approve Transaction,0
-0.2519774282519303,0.0,0.0,Low Risk,Approve Transaction,0
0.30640983466516,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.333781162269284,0.0,0.0,Low Risk,Approve Transaction,0
-0.23207491080938544,0.0,0.0,Low Risk,Approve Transaction,0
-0.30450571577063085,0.0,0.0,Low Risk,Approve Transaction,0
-0.333781162269284,0.0,0.0,Low Risk,Approve Transaction,0
-0.3237700763412705,0.0,0.0,Low Risk,Approve Transaction,0
-0.14428845611792002,0.0,0.0,Low Risk,Approve Transaction,0
-0.21747707236455294,0.0,0.0,Low Risk,Approve Transaction,0
-0.3431142065208982,0.0,0.0,Low Risk,Approve Transaction,0
-0.11238061252265773,0.0,0.0,Low Risk,Approve Transaction,0
-0.16566671132674576,0.0,0.0,Low Risk,Approve Transaction,0
0.2625365497216743,0.0,0.0,Low Risk,Approve Transaction,0
-0.23203502600489134,0.0,0.0,Low Risk,Approve Transaction,0
0.08644513788032046,0.0,0.0,Low Risk,Approve Transaction,0
-0.2611908180900623,0.0,0.0,Low Risk,Approve Transaction,0
0.28247895196871325,0.005,0.5,Low Risk,Approve Transaction,0
-0.15230530182122967,0.0,0.0,Low Risk,Approve Transaction,0
-0.34774084384221127,0.0,0.0,Low Risk,Approve Transaction,0
-0.3397638829433957,0.0,0.0,Low Risk,Approve Transaction,0
-0.3058219143189354,0.0,0.0,Low Risk,Approve Transaction,0
-0.29186223274600814,0.0,0.0,Low Risk,Approve Transaction,0
-0.33573551768949383,0.0,0.0,Low Risk,Approve Transaction,0
-0.3118445197975412,0.0,0.0,Low Risk,Approve Transaction,0
0.38478347549602304,0.0,0.0,Low Risk,Approve Transaction,0
0.40173451740600613,0.0,0.0,Low Risk,Approve Transaction,0
-0.1605614563515038,0.0,0.0,Low Risk,Approve Transaction,0
-0.3485385399320928,0.0,0.0,Low Risk,Approve Transaction,0
-0.34813969188715205,0.0,0.0,Low Risk,Approve Transaction,0
0.2625365497216743,0.0,0.0,Low Risk,Approve Transaction,0
-0.06499746478369323,0.0,0.0,Low Risk,Approve Transaction,0
-0.036998332028850514,0.0,0.0,Low Risk,Approve Transaction,0
-0.13176462750677956,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.2970472573302383,0.0,0.0,Low Risk,Approve Transaction,0
-0.351689439487125,0.0,0.0,Low Risk,Approve Transaction,0
-0.3038276740942315,0.0,0.0,Low Risk,Approve Transaction,0
0.19473238208174193,0.0,0.0,Low Risk,Approve Transaction,0
-0.11652863219004182,0.0,0.0,Low Risk,Approve Transaction,0
-0.17220781926377454,0.0,0.0,Low Risk,Approve Transaction,0
-0.34813969188715205,0.0,0.0,Low Risk,Approve Transaction,0
-0.1841732606119979,0.0,0.0,Low Risk,Approve Transaction,0
-0.27802220558656315,0.0,0.0,Low Risk,Approve Transaction,0
-0.3477009590377172,0.0,0.0,Low Risk,Approve Transaction,0
-0.2085029913533854,0.0,0.0,Low Risk,Approve Transaction,0
-0.1688176108817779,0.0,0.0,Low Risk,Approve Transaction,0
-0.15230530182122967,0.0,0.0,Low Risk,Approve Transaction,0
-0.3042265221391723,0.0,0.0,Low Risk,Approve Transaction,0
-0.2799366762022789,0.0,0.0,Low Risk,Approve Transaction,0
